,fluxes,equ,kcat,MW,kcat_MW,source
DDGLK,0.0,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,55242.0,33.9624,1626.5634937460254,
XYLI2,0.0,glc__D_c --> fru_c,72319.55296,198.968,363.4732869607173,
PMANM,0.0,man1p_c --> man6p_c,89293.84614,50.4626,1769.5054582998102,
ICL,0.0,icit_c --> glx_c + succ_c,347321.4546,190.0863,1827.1777324299546,
GLYCL,0.0,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,562976.4704,364.0876,1546.26653146111,
CMPN,0.0,cmp_c + h2o_c --> csn_c + r5p_c,,,,
HCYSMT,0.0,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,899817.75,33.4228,26922.27311894874,
UDPG4E,0.0,udpg_c --> udpgal_c,1635710.96,74.5302,21946.955194001897,
LACZ,0.0,h2o_c + lcts_c --> gal_c + glc__D_c,1911960.0,465.9314,4103.522535720924,
TRE6PH,0.0,h2o_c + tre6p_c --> g6p_c + glc__D_c,55198.2857,63.8377,864.665952877375,
XYLI1,0.0,xyl__D_c --> xylu__D_c,87497.75171,198.968,439.7579093623095,
PPC,2.2141046192627116,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,3596400.0,396.2504,9076.079166103049,BRENDA and SABIO-RK
ALDD4,0.0,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c,,,,
G3PT,0.0,glyc3p_c + h2o_c --> glyc_c + pi_c,410860.0001,27.163,15125.722493833522,
CINNDO,0.0,cinnm_c + h_c + nadh_c + o2_c --> cenchddd_c + nad_c,,,,
DHPPD,0.0,cechddd_c + nad_c --> dhpppn_c + h_c + nadh_c,,,,
DHCIND,0.0,cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c,,,,
CITL,0.0,cit_c --> ac_c + oaa_c,,,,
GOFUCR,0.0,gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c,2700.0,72.2823,37.353542983551996,
PYDXK,0.0,atp_c + pydx_c --> adp_c + h_c + pydx5p_c,25358.08695,61.6948,411.0247046752725,
GTPCII2,0.00033363684500249826,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,289966.04,43.672,6639.632716614765,
URIC,0.0,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c,,,,
SADT2,0.18513254187203107,atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c,936000.0,350.9871,2666.764675966724,BRENDA and SABIO-RK
LCARS,0.0,h_c + lald__L_c + nadh_c --> 12ppd__S_c + nad_c,,,,
ALCD19,0.0,glyald_c + h_c + nadh_c --> glyc_c + nad_c,18144.88358,141.5183,128.21581081739959,
RMPA,0.0,rml1p_c --> dhap_c + lald__L_c,59904.0,120.582,496.79056575608286,
SBTPD,0.0,nad_c + sbt6p_c --> f6p_c + h_c + nadh_c,,,,
PFK_2,0.0,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,380121.9599,139.3682,2727.465518676427,
GLTPD,0.0,galt1p_c + nad_c --> h_c + nadh_c + tag6p__D_c,,,,
TGBPA,0.0,tagdp__D_c --> dhap_c + g3p_c,26584.5,77.9206,341.1742209377238,
MANAO,0.0,mana_c + nad_c --> fruur_c + h_c + nadh_c,,,,
TAGURr,0.0,altrn_c + nad_c --> h_c + nadh_c + tagur_c,,,,
PGLYCP,0.0,2pglyc_c + h2o_c --> glyclt_c + pi_c,154725.75,27.3892,5649.151855475881,
GLXCL,0.0,2.0 glx_c + h_c --> 2h3oppan_c + co2_c,68040.0,129.4635,525.5535343938639,
TARTD,0.0,tartr__L_c --> h2o_c + oaa_c,,,,
GLCRAL,0.0,5dh4dglc_c --> 2h3oppan_c + pyr_c,431236.8,164.305,2624.6115456011685,
KAS14,0.0,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c,159.5999988,85.2266,1.8726547674082967,
EDTXS1,0.0,ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c,471600.0,35.4068,13319.475355016553,
EDTXS2,0.0,kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c,,,,
EDTXS3,0.0,hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c,,,,
EDTXS4,0.0,kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c,,,,
EX_tmao_e,0.0,tmao_e --> ,,,,
NNDPR,0.0017040913294098098,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,1443067.2,65.5241,22023.457018104786,
HACD4,0.26622125650115314,3odcoa_c + h_c + nadh_c --> 3hdcoa_c + nad_c,4965491.502,77.0722,64426.492327973,
HACD7,0.1125298729149024,3ohdcoa_c + h_c + nadh_c --> 3hhdcoa_c + nad_c,4965491.502,77.0722,64426.492327973,
AACPS1,0.0,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,57.6,89.3395,0.6447316136759217,
SDPDS,0.2774938430871256,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,674179.9801,82.538,8168.116262812281,
DMSOR1,0.0,dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c,,,,
DKGLCNR2y,0.0,25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c,160020.0,70.791,2260.4568377336104,
2DGULRy,0.0,2dhguln_c + h_c + nadph_c --> idon__L_c + nadp_c,,,,
RZ5PP,0.0,5prdmbz_c + h2o_c --> pi_c + rdmbzi_c,,,,
NTD9,0.0,gmp_c + h2o_c --> gsn_c + pi_c,347934.6,20.255,17177.714144655638,
NTD10,0.0,h2o_c + xmp_c --> pi_c + xtsn_c,347934.6,26.9004,12934.17941740643,
ADPT,0.0,ade_c + prpp_c --> amp_c + ppi_c,31931.18667,39.7178,803.9515448992644,
ADK1,0.0,amp_c + atp_c --> 2.0 adp_c,117273.96,23.586,4972.185194606971,
OCTDPS,0.0001668184225012137,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,2412.0,70.4339,34.24487356230452,
EX_26dap__M_e,0.0,26dap__M_e --> ,,,,
EX_acnam_e,0.0,acnam_e --> ,,,,
EX_amp_e,0.0,amp_e --> ,,,,
EX_dha_e,0.0,dha_e --> ,,,,
EX_fuc__L_e,0.0,fuc__L_e --> ,,,,
EX_glyald_e,-0.0,glyald_e --> ,,,,
AACPS2,0.0,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,57.6,89.3395,0.6447316136759217,
AACPS3,0.0,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,57.6,89.3395,0.6447316136759217,
AACPS4,0.1125298729149024,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,,,,
EX_rmn_e,0.0,rmn_e --> ,,,,
EX_ttdca_e,0.0,ttdca_e --> ,,,,
AMANK,0.0,acmana_c + atp_c --> acmanap_c + adp_c + h_c,146080.0,29.6439,4927.826635496679,
EX_glyclt_e,0.0,glyclt_e --> ,,,,
EX_g6p_e,0.0,g6p_e --> ,,,,
EX_2ddglcn_e,0.0,2ddglcn_e --> ,,,,
EX_galct__D_e,0.0,galct__D_e --> ,,,,
EX_idon__L_e,0.0,idon__L_e --> ,,,,
EX_indole_e,0.0,indole_e --> ,,,,
EX_3hcinnm_e,-0.0,3hcinnm_e --> ,,,,
EX_acmana_e,0.0,acmana_e --> ,,,,
EX_galur_e,0.0,galur_e --> ,,,,
EX_but_e,0.0,but_e --> ,,,,
EX_cbl1_e,-0.0,cbl1_e --> ,,,,
ACNML,0.0,acnam_c --> acmana_c + pyr_c,35818.8,130.3739,274.73903902544913,
CAT,0.0,2.0 h2o2_c --> 2.0 h2o_c + o2_c,16882933.33,320.0953,52743.45899486809,
SERASr,0.0,atp_c + h_c + ser__L_c --> ppi_c + seramp_c,,,,
DMSOR2,0.0,2dmmql8_c + dmso_c --> 2dmmq8_c + dms_c + h2o_c,,,,
ACMAMUT,0.0,uacmamu_c + unaga_c --> h_c + udp_c + unagamu_c,,,,
DDGALK,0.0,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c,67500.0,31.3736,2151.49042507076,
AB6PGH,0.0,arbt6p_c + h2o_c --> g6p_c + hqn_c,91298.03478999999,53.161,1717.3874605443839,
AMALT1,0.0,malt_c + malttr_c --> glc__D_c + maltttr_c,466469.1691,78.5035,5942.0174782016065,
MLTP2,0.0,malthx_c + pi_c --> g1p_c + maltpt_c,177517.9608,181.0448,980.5195222397992,
PACCOAL,0.0,atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c,114545.4546,48.9529,2339.9115190315592,
GP4GH,0.0,gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c,,,,
ACGAMT,0.0,uacgam_c + udcpp_c --> ump_c + unaga_c,,,,
AADDGT,0.0,dtdp4aaddg_c + unagamu_c --> dtdp_c + h_c + unagamuf_c,,,,
EX_gbbtn_e,0.0,gbbtn_e --> ,,,,
EX_tma_e,0.0,tma_e --> ,,,,
GMHEPK,0.0,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c,,,,
EX_malttr_e,0.0,malttr_e --> ,,,,
TRE6PS,0.0,g6p_c + udpg_c --> h_c + tre6p_c + udp_c,734256.0,53.6112,13695.944131077087,
UDCPDP,0.02078722118594482,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c,,,,
TREH,0.0,h2o_c + tre_c --> 2.0 glc__D_c,1125766.8,63.6967,17673.863795141664,
CYTK1,0.13540195034977537,atp_c + cmp_c --> adp_c + cdp_c,544525.2,24.7463,22004.307714688657,
CYTK2,0.0,atp_c + dcmp_c --> adp_c + dcdp_c,183744.0,24.7463,7425.110016446902,
GK1,0.1819502747450333,atp_c + gmp_c --> adp_c + gdp_c,1034562.8570000001,47.1854,21925.486633577337,
HACD1,0.26622125650115314,aacoa_c + h_c + nadh_c --> 3hbcoa_c + nad_c,8698746.686,77.0722,112864.90700927186,
HACD2,0.26622125650115314,3ohcoa_c + h_c + nadh_c --> 3hhcoa_c + nad_c,4965491.502,77.0722,64426.492327973,
EX_hdcea_e,0.0,hdcea_e --> ,,,,
ACACCT,0.0,acac_c + accoa_c --> aacoa_c + ac_c,1044000.0,57.562,18136.965359091068,
BUTCT,0.0,accoa_c + but_c --> ac_c + btcoa_c,1044000.0,92.9717,11229.22351640338,
2DGULRx,0.0,2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c,,,,
G1PTT,0.0,dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c,17419.89,130.7742,133.2058617066669,
TDPGDH,0.0,dtdpglu_c --> dtdp4d6dg_c + h2o_c,340896.96,39.7538,8575.204382977226,
UDPGALM,0.0,udpgal_c --> udpgalfur_c,49496.08799,42.9659,1151.985364905658,
TDPDRE,0.0,dtdp4d6dg_c --> dtdp4d6dm_c,498055.95,21.2701,23415.778487172134,
TDPDRR,0.0,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,115920.0,32.6941,3545.593853325218,
G3PD6,0.0,glyc3p_c + mqn8_c --> dhap_c + mql8_c,,,,
ALLTN,0.0,alltn_c + h2o_c --> alltt_c + h_c,2533727.454,198.4064,12770.39175147576,
UAPGR,0.02078722118594482,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,108747.6923,37.851,2873.0467438112605,
NDPK7,0.0,atp_c + dcdp_c --> adp_c + dctp_c,701471.8001,23.586,29741.024340710585,
AOBUTDs,0.0,2aobut_c + h_c --> aact_c + co2_c,,,,
GLYAT,0.0,accoa_c + gly_c --> 2aobut_c + coa_c,645.7200012,86.2341,7.487989104078316,
ADNUC,0.0,adn_c + h2o_c --> ade_c + rib__D_c,9428.53091,32.5608,289.56693048082354,
GMHEPPA,0.0,gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c,,,,
S7PI,0.0,s7p_c --> gmhep7p_c,40848.00001,83.259,490.61362747570837,
TRPS3,0.0425222403149799,3ig3p_c --> g3p_c + indole_c,85361.3064,143.4143,595.2077749568906,
CRNBTCT,0.0,bbtcoa_c + crn_c --> crncoa_c + gbbtn_c,,,,
CRNCBCT,0.0,crn_c + ctbtcoa_c --> crncoa_c + ctbt_c,,,,
CRNCDH,0.0,crncoa_c --> ctbtcoa_c + h2o_c,,,,
FADRx,1.4442390955486322,fad_c + h_c + nadh_c --> fadh2_c + nad_c,292201.2,26.242,11134.867769224908,
GTPDPK,0.0,atp_c + gtp_c --> amp_c + gdptp_c + h_c,42181.41175,83.8756,502.90444122009256,
NADN,0.0,h2o_c + nad_c --> adprib_c + h_c + ncam_c,,,,
NDPK2,0.3181391891327973,atp_c + udp_c --> adp_c + utp_c,701471.8001,23.586,29741.024340710585,
NDPK3,0.13540195034977537,atp_c + cdp_c --> adp_c + ctp_c,701471.8001,23.586,29741.024340710585,
NDPK4,0.0,atp_c + dtdp_c --> adp_c + dttp_c,701471.8001,23.586,29741.024340710585,
FCLT,0.00016681842250128456,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,1002.52575,33.052,30.331772661261052,
HBZOPT,0.0001668184225012137,4hbz_c + octdp_c --> 3ophb_c + ppi_c,,,,
PNTK,0.0005041955908784423,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,99922.53912999999,72.7196,1374.0798784646781,
DPCOAK,0.0005041955908784423,atp_c + dpcoa_c --> adp_c + coa_c + h_c,25492.44,22.6217,1126.9020453812047,
HETZK,0.0,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,,,,
KDOPS,0.029108692629461815,ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c,55375.2,123.3308,448.9973307559831,
KDOPP,0.029108692629461815,h2o_c + kdo8p_c --> kdo_c + pi_c,2125.8,79.9884,26.576353571267838,
AST,0.0,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c,,,,
SGDS,0.0,h2o_c + sucglu_c --> glu__L_c + succ_c,,,,
CYNTAH,0.0,cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c,,,,
GSPMDA,0.0,gtspmd_c + h2o_c --> gthrd_c + spmd_c,12960.0,141.0639,91.87325743865016,
GSPMDS,0.0,atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c,12886.10526,141.0639,91.34941866771015,
GUAD,0.0,gua_c + h2o_c + h_c --> nh4_c + xan_c,495432.0,50.2442,9860.481408799424,
TMAOR1,0.0,h_c + mql8_c + tmao_c --> h2o_c + mqn8_c + tma_c,,,,
TMAOR2,0.0,2dmmql8_c + h_c + tmao_c --> 2dmmq8_c + h2o_c + tma_c,,,,
DGK1,0.0,atp_c + dgmp_c --> adp_c + dgdp_c,1034562.8570000001,47.1854,21925.486633577337,
DTMPK,0.019573860283267314,atp_c + dtmp_c --> adp_c + dtdp_c,27985.09091000001,23.7831,1176.679697348117,
NDPK1,1.8558287680631724,atp_c + gdp_c --> adp_c + gtp_c,701471.8001,23.586,29741.024340710585,
TRDR,0.0,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,58238.22222,81.0527,718.5229143507868,
PGMT,0.0,g1p_c --> g6p_c,207523.2,20.7798,9986.77561862963,
FRUK,0.0,atp_c + f1p_c --> adp_c + fdp_c + h_c,,,,
RHCCE,0.00033513297435214386,rhcys_c --> dhptd_c + hcys__L_c,716.4,19.4162,36.89702413448563,
KG6PDC,0.0,3dhgulnp_c + h_c --> co2_c + xu5p__L_c,162900.0,23.4448,6948.2358561386745,
X5PL3E,0.0,xu5p__L_c --> ru5p__L_c,,,,
DOGULNR,0.0,23doguln_c + h_c + nadh_c --> 3dhguln_c + nad_c,,,,
BETALDHx,0.0,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,289208.5714,211.6445,1366.482811507032,
BETALDHy,0.0,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c,289208.5714,211.6445,1366.482811507032,
MLTG3,0.0,h2o_c + maltpt_c --> glc__D_c + maltttr_c,549960.0361,69.041,7965.7020625425475,
DKGLCNR1,0.0,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c,,,,
NADTRHD,0.0,nad_c + nadph_c --> nadh_c + nadp_c,548539.2,412.4831,1329.8464834074416,
FMNRx2,0.0,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,83016.0,26.242,3163.478393415136,
ACPS1,0.0,apoACP_c + coa_c --> ACP_c + h_c + pap_c,1486.4571429999999,21.7678,68.28697171969607,
EX_nmn_e,0.0,nmn_e --> ,,,,
EX_urea_e,0.0,urea_e --> ,,,,
GMPS2,0.0,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,317886.9,117.3584,2708.6846787277264,
AMPN,0.0,amp_c + h2o_c --> ade_c + r5p_c,148800.0,323.9695,459.30249606830284,
GSNK,0.0,atp_c + gsn_c --> adp_c + gmp_c + h_c,,,,
EX_f6p_e,0.0,f6p_e --> ,,,,
ADCS,0.0005004552675038786,chor_c + gln__L_c --> 4adcho_c + glu__L_c,1786.619128,71.7414,24.903599985503487,
ADCL,0.0005004552675038786,4adcho_c --> 4abz_c + h_c + pyr_c,,,,
DHAPT,0.0,dha_c + pep_c --> dhap_c + pyr_c,9074.999999,360.8342,25.15005506407098,
EX_lac__D_e,0.0,lac__D_e --> ,,,,
UMPK,0.2827976216321216,atp_c + ump_c --> adp_c + udp_c,614868.0001,24.7463,24846.866000169717,
DDPGALA,0.0,2dh3dgal6p_c --> g3p_c + pyr_c,48681.60001,21.3906,2275.840790347162,
DURIK1,0.0,atp_c + duri_c --> adp_c + dump_c + h_c,8515.8,23.4566,363.0449425747976,
UPPRT,0.0,prpp_c + ura_c --> ppi_c + ump_c,7702.92,67.5998,113.94885783685748,
CTPS2,0.1200830819373036,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,3596400.0,241.4966,14892.135127368252,BRENDA and SABIO-RK
NTD1,0.0,dump_c + h2o_c --> duri_c + pi_c,290100.0,20.255,14322.389533448533,
NTD7,0.0,amp_c + h2o_c --> adn_c + pi_c,347934.6,20.255,17177.714144655638,
PAPPT3,0.02078722118594482,udcpp_c + ugmda_c --> uagmda_c + ump_c,734587.2,39.8748,18422.34193024165,
UAGPT3,0.02078722118594482,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,7916.0,37.8147,209.33658074769863,
EX_ttdcea_e,0.0,ttdcea_e --> ,,,,
F6PA,0.0,f6p_c --> dha_c + g3p_c,,,,
AGMHE,0.0,adphep_DD_c --> adphep_LD_c,,,,
GMHEPAT,0.0,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,,,,
EX_h2s_e,0.0,h2s_e --> ,,,,
EX_gthrd_e,0.0,gthrd_e --> ,,,,
IDOND,0.0,5dglcn_c + h_c + nadh_c --> idon__L_c + nad_c,,,,
IDOND2,0.0,5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c,,,,
GLYCLTDx,0.0,glx_c + h_c + nadh_c --> glyclt_c + nad_c,431185812.1,35.3434,12199896.221076636,
HPYRRy,0.0,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,69938682.34,35.3434,1978832.889308895,
ACODA,0.22127154631614332,acorn_c + h2o_c --> ac_c + orn_c,1825759.416,84.6947,21556.950033473167,
ADA,0.0,adn_c + h2o_c + h_c --> ins_c + nh4_c,131727.0,36.3975,3619.122192458273,
DADA,0.0,dad_2_c + h2o_c + h_c --> din_c + nh4_c,98407.26317,36.3975,2703.6819333745448,
ADD,0.0,ade_c + h2o_c + h_c --> hxan_c + nh4_c,320762.82,127.4787,2516.2071781403483,
ADSS,0.22389874945437038,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,3596400.0,94.6899,37980.8194960603,BRENDA and SABIO-RK
AGDC,0.0,acgam6p_c + h2o_c --> ac_c + gam6p_c,852525.0,163.7964,5204.784720543308,
ASNN,0.0,asn__L_c + h2o_c --> asp__L_c + nh4_c,1294539.408,33.394,38765.628795592034,
ASNS2,0.18032473020648945,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,33084.0,73.3011,451.34384067906205,BRENDA
ASPCT,0.24745605413144584,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,371765.9999,206.5642,1799.7600741077108,
DMPPS,0.00020796197962036356,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,9504.0,69.5491,136.65166048158784,
MCOATA,0.24916837417227738,ACP_c + malcoa_c --> coa_c + malACP_c,718809.3137,41.0567,17507.722581210863,
IPDPS,0.0015791645286999945,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,9504.0,69.5491,136.65166048158784,
DAPE,0.2774938430871256,26dap_LL_c --> 26dap__M_c,251231.85,60.4171,4158.290450882284,
DHDPRy,0.2774938430871256,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,,,,
HSK,0.40710876511192406,atp_c + hom__L_c --> adp_c + h_c + phom_c,42414.54545,67.2473,630.7248833782174,
SDPTA,0.0,akg_c + sl26da_c --> glu__L_c + sl2a6o_c,86400.0,44.7291,1931.628402985976,
THRS,0.40710876511192406,h2o_c + phom_c --> pi_c + thr__L_c,1343411.116,47.1138,28514.174530604614,
HSST,0.11513538217755698,hom__L_c + succoa_c --> coa_c + suchms_c,68479.99999,71.4546,958.3707695515753,
PPNDH,0.13859020199417257,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,1451180.975,86.2227,16830.613921855846,
DDPA,0.28510166083079397,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,138987.9428,77.4701,1794.0849798825616,
NMNDA,0.0,h2o_c + nmn_c --> nh4_c + nicrnt_c,9335.999999,35.164,265.4988055681947,
NNAM,0.0,h2o_c + ncam_c --> nac_c + nh4_c,35911.08,23.362,1537.1577775875353,
P5CD,0.0,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,24321.6,287.6303,84.55854616151359,
SPMDAT1,0.0,accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c,3579.48,87.54799999999999,40.885914012884356,
SPMDAT2,0.0,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,3579.48,87.54799999999999,40.885914012884356,
TDPADGAT,0.0,accoa_c + dtdp4addg_c --> coa_c + dtdp4aaddg_c + h_c,,,,
MALS,0.00033363684500259394,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,504108.0,60.2736,8363.66170263598,
TRE6PP,0.0,h2o_c + tre6p_c --> pi_c + tre_c,35442.0,29.1753,1214.7947064811674,
EX_met__D_e,0.0,met__D_e --> ,,,,
EX_tartr__L_e,0.0,tartr__L_e --> ,,,,
EX_taur_e,0.0,taur_e --> ,,,,
EX_maltpt_e,0.0,maltpt_e --> ,,,,
EX_glcur_e,0.0,glcur_e --> ,,,,
ADPRDP,0.0,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,70587.52942,42.3063,1668.4874219678863,
ARAI,0.0,arab__L_c --> rbl__L_c,810853.0909,336.4439,2410.0692296694933,
M1PD,0.0,mnl1p_c + nad_c --> f6p_c + h_c + nadh_c,244395.0,41.139,5940.713191861737,
G3PD2,0.0,glyc3p_c + nadp_c --> dhap_c + h_c + nadph_c,,,,
GALS3,0.0,h2o_c + melib_c --> gal_c + glc__D_c,696979.0588,101.3141,6879.38854315441,
FCI,0.0,fuc__L_c --> fcl__L_c,379.8,389.86,0.9741958651823732,
FCLK,0.0,atp_c + fcl__L_c --> adp_c + fc1p_c + h_c,,,,
FCLPA,0.0,fc1p_c --> dhap_c + lald__L_c,46752.00001,23.2225,2013.2199379911724,
ACCOAL,0.0,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,494948.5715,69.351,7136.8627921731495,
GALUi,0.0,g1p_c + h_c + utp_c --> ppi_c + udpg_c,596285.3142,131.769,4525.232142613209,
U23GAAT,0.029108692629461815,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,943200.0,108.1154,8724.011565419913,
UAAGDS,0.02078722118594482,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,13350.85714,53.3436,250.28039239946307,
UAMAS,0.02078722118594482,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,201252.96,107.2519,1876.4512330317689,
UAMAGS,0.02078722118594482,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,3596400.0,46.9736,76562.15406100448,
UGLYCH,0.0,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c,662593.5,18.1696,36467.148423740764,
OP4ENH,0.0,h2o_c + op4en_c --> 4h2opntn_c,695360.0002,144.4494,4813.865617994952,
HOPNTAL,0.0,4h2opntn_c --> acald_c + pyr_c,3337.2,36.4704,91.50434324822321,
3HPPPNH,0.0,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c,,,,
AKGDH,8.603783794724851,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,207000000000.0,2418.391,85594099.54800527,gene-GO or gene-kcat
HPYRRx,0.0,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,34994.0,35.3434,990.1141372929601,
GLYCDx,0.0,glyc_c + nad_c --> dha_c + h_c + nadh_c,52111.19999,309.6976,168.26478471257118,
ASP1DC,0.0005041955908784423,asp__L_c + h_c --> ala_B_c + co2_c,81534.96,13.8337,5893.937269132626,
UGMDDS,0.02078722118594482,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,3596400.0,47.4472,75797.93960444452,
UHGADA,0.029108692629461815,h2o_c + u3aga_c --> ac_c + u3hga_c,3589.8000009999996,33.9559,105.71947735150593,
UAGAAT,0.029108692629461815,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c,33000.0,92.8795,355.29907030076606,
ATPPRT,0.07087015117007488,atp_c + prpp_c --> ppi_c + prbatp_c,7692.000001,66.7334,115.26462013024964,
HISTD,0.07087015117007488,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,18329.56364,92.2207,198.75758522761157,
IGPDH,0.07087015117007488,eig3p_c --> h2o_c + imacp_c,3600000.0,80.5559,44689.46408642944,
PRPPS,0.0,atp_c + r5p_c --> amp_c + h_c + prpp_c,138218.4,34.2183,4039.3122978055603,
PRATPP,0.07087015117007488,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,,,,
PRMICI,0.07087015117007488,prfp_c --> prlp_c,28498.5,26.0326,1094.7235389473199,
SERAT,0.18513254187203107,accoa_c + ser__L_c --> acser_c + coa_c,6335188.062999999,175.8998,36015.89122329871,
CYSS,0.18513254187203107,acser_c + h2s_c --> ac_c + cys__L_c + h_c,1100813.539,65.3283,16850.484996548206,
BPNT,0.18513254187203107,h2o_c + pap_c --> amp_c + pi_c,26505.0,27.1759,975.3126851364627,
PAPSR,0.0,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,2199.2,67.7583,32.456540379554966,
ASPK,0.7997379903766066,asp__L_c + atp_c --> 4pasp_c + adp_c,75289.0909,97.0635,775.6684119159106,
ASAD,0.0,aspsa_c + nadp_c + pi_c --> 4pasp_c + h_c + nadph_c,826400.0002,80.0358,10325.379395220642,
DAPDC,0.25670662190118076,26dap__M_c + h_c --> co2_c + lys__L_c,70580.00002,92.3545,764.2291390240866,
EX_mmet_e,0.0,mmet_e --> ,,,,
METAT,0.0006717620780542877,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,5961.661625,167.8065,35.52700059294485,
