,reaction,ECMpy_fluxes,model_gecko_adj_subunit_fluxes,model_smoment_adj_subunit_fluxes,model_ori_fluxes
FACOAL161t2pp,FACOAL161t2pp,0.0,0.0,0.0,
PA160abcpp,PA160abcpp,0.0,0.0,0.0,
PA181abcpp,PA181abcpp,0.0,0.0,0.0,
12DGR141tipp,12DGR141tipp,0.0,0.0,0.0,
PGPP140pp,PGPP140pp,0.0,0.0,0.0,
PGPP141pp,PGPP141pp,0.0,0.0,0.0,
PGPP160pp,PGPP160pp,0.0,0.0,0.0,
PGPP180pp,PGPP180pp,0.0,0.0,0.0,
CLPNH141pp,CLPNH141pp,0.0,0.0,0.0,
CLPNH160pp,CLPNH160pp,0.0,0.0,0.0,
CLPNH161pp,CLPNH161pp,0.0,0.0,0.0,
CLPNH181pp,CLPNH181pp,0.0,0.0,0.0,
PLIPA1E180pp,PLIPA1E180pp,0.0,0.0,0.0,
PLIPA1G140pp,PLIPA1G140pp,0.0,0.0,0.0,
PLIPA1G161pp,PLIPA1G161pp,0.0,0.0,0.0,
CLPNS160pp,CLPNS160pp,0.0,0.0,0.0,
CLPNS161pp,CLPNS161pp,0.0,0.0,0.0,
PG160abcpp,PG160abcpp,0.0,0.0,0.0,
PGP140abcpp,PGP140abcpp,0.0,0.0,0.0,
PAPA120pp,PAPA120pp,0.0,0.0,0.0,
PAPA140pp,PAPA140pp,0.0,0.0,0.0,
PAPA141pp,PAPA141pp,0.0,0.0,0.0,
PAPA160pp,PAPA160pp,0.0,0.0,0.0,
PAPA161pp,PAPA161pp,0.0,0.0,0.0,
PAPA180pp,PAPA180pp,0.0,0.0,0.0,
HPYRI,HPYRI,0.0,0.0,0.0,
FE3HOXUtex,FE3HOXUtex,0.0,0.0,0.0,
TPRDCOAS,TPRDCOAS,0.0,0.0,0.0,
ACGAM1PPpp,ACGAM1PPpp,0.0,0.0,0.0,
EX_dgmp_e,EX_dgmp_e,0.0,0.0,0.0,
GAMptspp,GAMptspp,0.0,0.0,0.0,
GSNt2pp,GSNt2pp,0.0,0.0,0.0,
EX_4hoxpacd_e,EX_4hoxpacd_e,-0.0,-0.0,-0.0,
GSNtex,GSNtex,0.0,0.0,0.0,
FORtex,FORtex,0.0,0.0,0.0,
D_LACt2pp,D_LACt2pp,0.0,0.0,0.0,
RIBtex,RIBtex,0.0,0.0,0.0,
FLVRx,FLVRx,0.0,0.0,0.0,
THMtex,THMtex,0.0,0.0,0.0,
XYLUtex,XYLUtex,0.0,0.0,0.0,
EX_manglyc_e,EX_manglyc_e,0.0,0.0,0.0,
ALLtex,ALLtex,0.0,0.0,0.0,
GGPTRCO,GGPTRCO,0.0,0.0,0.0,
EX_metsox_R__L_e,EX_metsox_R__L_e,0.0,0.0,0.0,
34dhpactex,34dhpactex,0.0,0.0,0.0,
MALTHXtexi,MALTHXtexi,0.0,0.0,0.0,
12PPDStpp,12PPDStpp,0.0,0.0,0.0,
HYD1pp,HYD1pp,0.0,0.0,0.0,
EX_cl_e,EX_cl_e,0.0,-0.002828334079708688,-0.00282833907635373,
FE3DHBZStonex,FE3DHBZStonex,0.0,0.0,0.0,
AACTOOR,AACTOOR,0.0,0.0,0.0,
H2tpp,H2tpp,0.0,0.0,0.0,
23DAPPAtex,23DAPPAtex,0.0,0.0,0.0,
ECAP3pp,ECAP3pp,0.0,0.0,0.0,
FEOXAMtonex,FEOXAMtonex,0.0,0.0,0.0,
FMNRx,FMNRx,0.0,0.0,0.0,
EX_3hpppn_e,EX_3hpppn_e,-0.0,-0.0,-0.0,
EX_man6p_e,EX_man6p_e,0.0,0.0,0.0,
EX_tsul_e,EX_tsul_e,-0.0,0.0,0.0,
PHEt2rpp,PHEt2rpp,0.0,0.0,0.0,
DHBS,DHBS,0.0,0.0,0.0,
EX_n2o_e,EX_n2o_e,-0.0,0.0,-0.0,
MDDCP1pp,MDDCP1pp,0.0,0.0,0.0,
GUI2,GUI2,0.0,0.0,0.0,
OMBZLM,OMBZLM,0.0,0.0,0.0,
EX_maltttr_e,EX_maltttr_e,0.0,0.0,0.0,
GLYCK,GLYCK,0.0,0.0,0.0,
MLTG5,MLTG5,0.0,0.0,0.0,
GPDDA3,GPDDA3,0.0,0.0,0.0,
2DOXG6PP,2DOXG6PP,0.0,0.0,0.0,
OXAMTC,OXAMTC,0.0,0.0,0.0,
UDCPPtppi,UDCPPtppi,0.0,0.0,0.0,
AGMH,AGMH,0.0,0.0,0.0,
MPTG,MPTG,0.0,0.007549831643318445,0.007549844981144807,
MPTG2,MPTG2,0.0,0.0,0.0,
MCTP1App,MCTP1App,0.0,0.007549831643318445,0.007549844981144807,
MCTP2App,MCTP2App,0.0,0.0,0.0,
MCTP1Bpp,MCTP1Bpp,0.0,0.0,0.0,
MELIBt3ipp,MELIBt3ipp,0.0,0.0,0.0,
EX_lipoate_e,EX_lipoate_e,-0.0,-0.0,-0.0,
EX_pydx_e,EX_pydx_e,0.0,0.0,0.0,
EX_g1p_e,EX_g1p_e,0.0,0.0,0.0,
GLCtex_copy2,GLCtex_copy2,0.0,10.0,10.0,
NAt3pp,NAt3pp,0.0,0.0,0.0,
SFGTHi,SFGTHi,0.0,0.0,0.0,
DHORDfum,DHORDfum,0.0,0.0,0.0,
K2L4Aabcpp,K2L4Aabcpp,0.011737655985991302,0.010572155207456722,0.010572173884637496,
DSBCGT,DSBCGT,0.0,0.0,0.0,
DSBGGT,DSBGGT,0.0,0.0,0.0,
DHNAOT4,DHNAOT4,0.0,0.0,0.0,
AMPMS2,AMPMS2,0.00013453419432956723,0.00012117550427954609,0.00012117571835290715,
DM_oxam_c,DM_oxam_c,-0.0,-0.0,-0.0,
THIORDXi,THIORDXi,0.0,0.0,0.0,
PPPGO3,PPPGO3,0.00013453419432956723,1.7750671777857125e-05,1.7750703136902114e-05,
PDX5POi,PDX5POi,0.0,0.0,0.0,
PDX5PO2,PDX5PO2,0.00013453419432956723,0.00012117550427954609,0.00012117571835290715,
PLIPA1A181pp,PLIPA1A181pp,0.0,0.0,0.0,
LPLIPAL2A141,LPLIPAL2A141,0.0,0.0,0.0,
HG2t3pp,HG2t3pp,0.0,0.0,0.0,
CYTBO3_4pp,CYTBO3_4pp,62.109289912028615,57.1909473523834,57.19105393538326,
EAR141x,EAR141x,0.0,0.0,0.0,
EAR181x,EAR181x,0.0,0.0,0.0,
EAR181y,EAR181y,0.0,0.0,0.0,
G3PAT141,G3PAT141,0.0,0.0,0.0,
G3PAT181,G3PAT181,0.0,0.0,0.0,
DASYN140,DASYN140,0.0,0.0,0.0,
DASYN180,DASYN180,0.0,0.0,0.0,
DASYN141,DASYN141,0.0,0.0,0.0,
CDAPPA160,CDAPPA160,0.0,0.0,0.0,
CDAPPA141,CDAPPA141,0.0,0.0,0.0,
PGSA141,PGSA141,0.0,0.0,0.0,
EX_alaala_e,EX_alaala_e,0.0,0.0,0.0,
EX_dtmp_e,EX_dtmp_e,0.0,0.0,0.0,
5DOAN,5DOAN,0.00013574077903207455,0.00012226228010268103,0.00012226249609598256,
DM_5drib_c,DM_5drib_c,0.00013574077903207455,0.00012226228010268103,0.00012226249609598256,
MINOHPtexi,MINOHPtexi,0.0,0.0,0.0,
12PPDRtpp,12PPDRtpp,0.0,0.0,0.0,
FACOAE120,FACOAE120,0.0,0.0,0.0,
3OAR120,3OAR120,0.12394762014976793,0.1116401332073601,0.11164033043516332,
3HAD80,3HAD80,0.0,0.19338088996863168,0.1933812316028365,
3HAD120,3HAD120,0.12394762014976793,0.1116401332073601,0.11164033043516332,
EAR180x,EAR180x,0.0,0.0,0.0,
SO4t2pp,SO4t2pp,0.151921079892698,0.13683594389092046,0.13683618563062375,
EAR180y,EAR180y,0.0,0.0,0.0,
AGPAT120,AGPAT120,0.0,0.0,0.0,
PGPP120,PGPP120,0.0,0.0,0.0,
DAGK120,DAGK120,0.0,0.0,0.0,
PSSA180,PSSA180,0.0,0.0,0.0,
PSSA161,PSSA161,0.045376030907193145,0.040870378380635786,0.040870450583836586,
PSSA141,PSSA141,0.0,0.0,0.0,
PSD160,PSD160,0.03849849810290136,0.03467575618876661,0.0346758174483068,
PSD161,PSD161,0.045376030907193145,0.040870378380635786,0.040870450583836586,
PSD180,PSD180,0.0,0.0,0.0,
COLIPAabcpp,COLIPAabcpp,0.0,0.0,0.0,
PLIPA2A140pp,PLIPA2A140pp,0.0,0.0,0.0,
PLIPA2A141pp,PLIPA2A141pp,0.0,0.0,0.0,
PLIPA2A180pp,PLIPA2A180pp,0.0,0.0,0.0,
GAM6Pt6_2pp,GAM6Pt6_2pp,0.0,0.0,0.0,
PPALtex,PPALtex,0.0,0.0,0.0,
CA2tex,CA2tex,0.0,0.002828334079708688,0.00282833907635373,
CUtex,CUtex,0.0,0.0,0.0,
CU1Opp,CU1Opp,0.0,0.0,0.0,
SUCDi,SUCDi,0.00034447993256583875,0.0,0.0,7.0
LPLIPAL1E141pp,LPLIPAL1E141pp,0.0,0.0,0.0,
LALDO2x,LALDO2x,0.0,0.0,0.0,
12PPDRtex,12PPDRtex,0.0,0.0,0.0,
LPLIPAL1E160pp,LPLIPAL1E160pp,0.0,0.0,0.0,
LPLIPAL1E180pp,LPLIPAL1E180pp,0.0,0.0,0.0,
LPLIPAL1E181pp,LPLIPAL1E181pp,0.0,0.0,0.0,
LPLIPAL1G160pp,LPLIPAL1G160pp,0.0,0.0,0.0,
LPLIPAL1G161pp,LPLIPAL1G161pp,0.0,0.0,0.0,
LPLIPAL1G120pp,LPLIPAL1G120pp,0.0,0.0,0.0,
PLIPA2E140pp,PLIPA2E140pp,0.0,0.0,0.0,
PLIPA2E160pp,PLIPA2E160pp,0.0,0.0,0.0,
PLIPA2A161pp,PLIPA2A161pp,0.0,0.0,0.0,
PLIPA2A181pp,PLIPA2A181pp,0.0,0.0,0.0,
F6Ptex,F6Ptex,0.0,0.0,0.0,
GAMAN6Ptex,GAMAN6Ptex,0.0,0.0,0.0,
ALR4x,ALR4x,0.0,0.0,0.0,
LPLIPAL1G141pp,LPLIPAL1G141pp,0.0,0.0,0.0,
LPLIPAL1G180pp,LPLIPAL1G180pp,0.0,0.0,0.0,
LPLIPAL1G181pp,LPLIPAL1G181pp,0.0,0.0,0.0,
ACONIs,ACONIs,0.0,0.0,0.0,
ACONTb,ACONTb,0.0,0.5842463354140526,0.584247367566363,5.12
GLCP2,GLCP2,0.0,0.0,0.0,
F6Pt6_2pp,F6Pt6_2pp,0.0,0.0,0.0,
PPALtpp,PPALtpp,0.0,0.0,0.0,
PLIPA2E141pp,PLIPA2E141pp,0.0,0.0,0.0,
PLIPA2E181pp,PLIPA2E181pp,0.0,0.0,0.0,
PLIPA2G140pp,PLIPA2G140pp,0.0,0.0,0.0,
3HAD161,3HAD161,0.0,0.08174075676127157,0.08174090116767317,
PLIPA2G160pp,PLIPA2G160pp,0.0,0.0,0.0,
PLIPA2G181pp,PLIPA2G181pp,0.0,0.0,0.0,
ASNS1,ASNS1,0.0,0.0,0.0,
EAR80y,EAR80y,0.0,0.19338088996863168,0.1933812316028365,
EAR120y,EAR120y,0.0,0.1116401332073601,0.11164033043516332,
3OAR181,3OAR181,0.0,0.0,0.0,
3HAD121,3HAD121,0.0,0.08174075676127157,0.08174090116767317,
EAR121y,EAR121y,0.09075206181438628,0.08174075676127157,0.08174090116767317,
GTHRDHpp,GTHRDHpp,0.0,0.0,0.0,
PROGLYtex,PROGLYtex,0.0,0.0,0.0,
EX_progly_e,EX_progly_e,0.0,0.0,0.0,
MDDCP2pp,MDDCP2pp,0.0,0.0,0.0,
MDDCP3pp,MDDCP3pp,0.0,0.0,0.0,
EAR140x,EAR140x,0.07699699620580272,0.0,0.0,
EAR40y,EAR40y,0.0,0.19338088996863156,0.1933812316028365,
3OAS181,3OAS181,0.0,0.0,0.0,
EAR161y,EAR161y,0.09075206181438628,0.08174075676127157,0.08174090116767317,
G3PAT140,G3PAT140,0.0,0.0,0.0,
G3PAT160,G3PAT160,0.0,0.03467575618876661,0.0,
G3PAT161,G3PAT161,0.0,0.040870378380635786,0.0,
AGPAT160,AGPAT160,0.03849849810290136,0.03467575618876661,0.0346758174483068,
CDAPPA140,CDAPPA140,0.0,0.0,0.0,
MLDCP1App,MLDCP1App,0.0,0.0,0.0,
EAR160y,EAR160y,0.07699699620580272,0.06935151237753322,0.0693516348966136,
EAR100y,EAR100y,0.0,0.1116401332073601,0.11164033043516332,
3OAR141,3OAR141,0.09075206181438628,0.08174075676127157,0.08174090116767317,
3OAR161,3OAR161,0.09075206181438628,0.08174075676127157,0.08174090116767317,
3HAD141,3HAD141,0.09075206181438628,0.08174075676127157,0.08174090116767317,
EAR121x,EAR121x,0.0,0.0,0.0,
PSD140,PSD140,0.0,0.0,0.0,
MICITDr,MICITDr,0.0,0.0,0.0,
CDAPPA181,CDAPPA181,0.0,0.0,0.0,
PGSA140,PGSA140,0.0,0.0,0.0,
LPLIPAL1A141pp,LPLIPAL1A141pp,0.0,0.0,0.0,
LPLIPAL1A180pp,LPLIPAL1A180pp,0.0,0.0,0.0,
LPLIPAL1E140pp,LPLIPAL1E140pp,0.0,0.0,0.0,
LPLIPAL1E161pp,LPLIPAL1E161pp,0.0,0.0,0.0,
LPLIPAL1G140pp,LPLIPAL1G140pp,0.0,0.0,0.0,
ACONTa,ACONTa,0.0,0.5842463354140526,0.584247367566363,5.12
MLDCP2App,MLDCP2App,0.0,0.0,0.0,
12DGR140tipp,12DGR140tipp,0.0,0.0,0.0,
12DGR160tipp,12DGR160tipp,0.0,0.0,0.0,
12DGR180tipp,12DGR180tipp,0.0,0.0,0.0,
PGPP120pp,PGPP120pp,0.0,0.0,0.0,
PGPP181pp,PGPP181pp,0.0,0.0,0.0,
CLPNH120pp,CLPNH120pp,0.0,0.0,0.0,
CLPNH140pp,CLPNH140pp,0.0,0.0,0.0,
EX_12ppd__R_e,EX_12ppd__R_e,0.0,0.0,0.0,
PGSA181,PGSA181,0.0,0.0,0.0,
PGPP140,PGPP140,0.0,0.0,0.0,
PGPP141,PGPP141,0.0,0.0,0.0,
MDDCP5pp,MDDCP5pp,0.0,0.0,0.0,
MLTGY3pp,MLTGY3pp,0.0,0.0,0.0,
G3PAT180,G3PAT180,0.0,0.0,0.0,
AGPAT140,AGPAT140,0.0,0.0,0.0,
PGSA160,PGSA160,0.0,0.0,0.0,
MLDCP2Bpp,MLDCP2Bpp,0.0,0.0,0.0,
3OAS140,3OAS140,0.0,0.1116401332073601,0.11164033043516332,
3OAR140,3OAR140,0.12394762014976793,0.1116401332073601,0.11164033043516332,
3OAR160,3OAR160,0.07699699620580272,0.06935151237753322,0.0693516348966136,
PGSA161,PGSA161,0.0,0.0,0.0,
3HAD181,3HAD181,0.0,0.0,0.0,
PGPP160,PGPP160,0.0,0.0,0.0,
PGPP180,PGPP180,0.0,0.0,0.0,
PGPP161,PGPP161,0.0,0.0,0.0,
PGPP181,PGPP181,0.0,0.0,0.0,
CDAPPA180,CDAPPA180,0.0,0.0,0.0,
NTP12,NTP12,0.0,0.0,0.0,
PE141abcpp,PE141abcpp,0.0,0.0,0.0,
PE160abcpp,PE160abcpp,0.03849849810290136,0.03467575618876661,0.0346758174483068,
PE161abcpp,PE161abcpp,0.045376030907193145,0.040870378380635786,0.040870450583836586,
PSD141,PSD141,0.0,0.0,0.0,
PG140abcpp,PG140abcpp,0.0,0.0,0.0,
PG141abcpp,PG141abcpp,0.0,0.0,0.0,
PG180abcpp,PG180abcpp,0.0,0.0,0.0,
PG181abcpp,PG181abcpp,0.0,0.0,0.0,
PGP141abcpp,PGP141abcpp,0.0,0.0,0.0,
PGP160abcpp,PGP160abcpp,0.0,0.0,0.0,
PGP180abcpp,PGP180abcpp,0.0,0.0,0.0,
PAPA181pp,PAPA181pp,0.0,0.0,0.0,
PA140abcpp,PA140abcpp,0.0,0.0,0.0,
12DGR120tipp,12DGR120tipp,0.0,0.0,0.0,
MDDCP4pp,MDDCP4pp,0.0,0.0,0.0,
CLPNS140pp,CLPNS140pp,0.0,0.0,0.0,
CLPNS141pp,CLPNS141pp,0.0,0.0,0.0,
PG120abcpp,PG120abcpp,0.0,0.0,0.0,
PE140abcpp,PE140abcpp,0.0,0.0,0.0,
CFAS160E,CFAS160E,0.0,0.0,0.0,
CFAS180E,CFAS180E,0.0,0.0,0.0,
CFAS180G,CFAS180G,0.0,0.0,0.0,
PAPA160,PAPA160,0.0,0.0,0.0,
PAPA180,PAPA180,0.0,0.0,0.0,
PAPA181,PAPA181,0.0,0.0,0.0,
PETNT161pp,PETNT161pp,0.0,0.0,0.0,
PSSA160,PSSA160,0.03849849810290136,0.03467575618876661,0.0346758174483068,
PSSA181,PSSA181,0.0,0.0,0.0,
DAGK140,DAGK140,0.0,0.0,0.0,
DAGK160,DAGK160,0.0,0.0,0.0,
DAGK141,DAGK141,0.0,0.0,0.0,
DAGK161,DAGK161,0.0,0.0,0.0,
AGPAT181,AGPAT181,0.0,0.0,0.0,
MDDEP3pp,MDDEP3pp,0.0,0.0,0.0,
MDDEP4pp,MDDEP4pp,0.0,0.0,0.0,
MLTGY1pp,MLTGY1pp,0.0,0.0,0.0,
CGLYtex,CGLYtex,0.0,0.0,0.0,
3HAD40,3HAD40,0.0,0.19338088996863156,0.1933812316028365,
PLIPA1E141pp,PLIPA1E141pp,0.0,0.0,0.0,
3OAS60,3OAS60,0.0,0.19338088996863156,0.1933812316028365,
3OAS160,3OAS160,0.07699699620580272,0.06935151237753322,0.0693516348966136,
3OAR60,3OAR60,0.21469968196415426,0.19338088996863156,0.1933812316028365,
3OAR80,3OAR80,0.21469968196415426,0.19338088996863168,0.1933812316028365,
MLDCP3App,MLDCP3App,0.0,0.0,0.0,
MLDCP1Bpp,MLDCP1Bpp,0.0,0.0,0.0,
2AGPE181tipp,2AGPE181tipp,0.0,0.0,0.0,
2AGPA140tipp,2AGPA140tipp,0.0,0.0,0.0,
2AGPA160tipp,2AGPA160tipp,0.0,0.0,0.0,
2AGPA180tipp,2AGPA180tipp,0.0,0.0,0.0,
2AGPA141tipp,2AGPA141tipp,0.0,0.0,0.0,
EX_urate_e,EX_urate_e,0.0,0.0,0.0,
PLIPA1G160pp,PLIPA1G160pp,0.0,0.0,0.0,
PLIPA1G141pp,PLIPA1G141pp,0.0,0.0,0.0,
LPLIPAL2E160,LPLIPAL2E160,0.0,0.0,0.0,
LPLIPAL2G140,LPLIPAL2G140,0.0,0.0,0.0,
LPLIPAL2G160,LPLIPAL2G160,0.0,0.0,0.0,
2AGPE140tipp,2AGPE140tipp,0.0,0.0,0.0,
2AGPE160tipp,2AGPE160tipp,0.0,0.0,0.0,
2AGPE180tipp,2AGPE180tipp,0.0,0.0,0.0,
2AGPE141tipp,2AGPE141tipp,0.0,0.0,0.0,
2AGPE161tipp,2AGPE161tipp,0.0,0.0,0.0,
2AGPA161tipp,2AGPA161tipp,0.0,0.0,0.0,
2AGPA181tipp,2AGPA181tipp,0.0,0.0,0.0,
2AGPG120tipp,2AGPG120tipp,0.0,0.0,0.0,
LPLIPAL2G120,LPLIPAL2G120,0.0,0.0,0.0,
PA141abcpp,PA141abcpp,0.0,0.0,0.0,
PA161abcpp,PA161abcpp,0.0,0.0,0.0,
PA180abcpp,PA180abcpp,0.0,0.0,0.0,
PGPP161pp,PGPP161pp,0.0,0.0,0.0,
PE120abcpp,PE120abcpp,0.0,0.0,0.0,
PE180abcpp,PE180abcpp,0.0,0.0,0.0,
PAPA140,PAPA140,0.0,0.0,0.0,
PAPA141,PAPA141,0.0,0.0,0.0,
PAPA161,PAPA161,0.0,0.0,0.0,
GTHOXtex,GTHOXtex,0.0,0.0,0.0,
DSBAO1,DSBAO1,0.0,0.0,0.0,
DSBAO2,DSBAO2,0.0,0.0,0.0,
DSBDR,DSBDR,0.0,0.0,0.0,
TDSR1,TDSR1,0.0,0.0,0.0,
CGLYabcpp,CGLYabcpp,0.0,0.0,0.0,
PLIPA2A120pp,PLIPA2A120pp,0.0,0.0,0.0,
PLIPA2A160pp,PLIPA2A160pp,0.0,0.0,0.0,
CLPNH180pp,CLPNH180pp,0.0,0.0,0.0,
LPLIPAL2E120,LPLIPAL2E120,0.0,0.0,0.0,
EAR100x,EAR100x,0.12394762014976796,0.0,0.0,
EAR120x,EAR120x,0.12394762014976793,0.0,0.0,
EAR160x,EAR160x,0.0,0.0,0.0,
EAR140y,EAR140y,0.0,0.06935151237753322,0.0693516348966136,
3OAS121,3OAS121,0.09075206181438628,0.08174075676127157,0.08174090116767317,
3OAS80,3OAS80,0.0,0.19338088996863168,0.1933812316028365,
3OAS100,3OAS100,0.0,0.19338088996863168,0.1933812316028365,
3OAS120,3OAS120,0.0,0.1116401332073601,0.11164033043516332,
3OAR40,3OAR40,0.21469968196415426,0.19338088996863156,0.1933812316028365,
3OAR100,3OAR100,0.21469968196415426,0.19338088996863168,0.1933812316028365,
3HAD60,3HAD60,0.0,0.19338088996863156,0.1933812316028365,
3HAD100,3HAD100,0.0,0.19338088996863168,0.1933812316028365,
3HAD140,3HAD140,0.0,0.06935151237753322,0.06935163489661333,
3HAD160,3HAD160,0.0,0.06935151237753322,0.0693516348966136,
AGPAT180,AGPAT180,0.0,0.0,0.0,
AGPAT141,AGPAT141,0.0,0.0,0.0,
AGPAT161,AGPAT161,0.045376030907193145,0.040870378380635786,0.040870450583836586,
DASYN120,DASYN120,0.0,0.0,0.0,
EAR40x,EAR40x,0.21469968196415426,0.0,0.0,
EAR60y,EAR60y,0.0,0.19338088996863156,0.1933812316028365,
MLDEP1pp,MLDEP1pp,0.0,0.0,0.0,
MLDEP2pp,MLDEP2pp,0.0,0.0,0.0,
MLTGY2pp,MLTGY2pp,0.0,0.0,0.0,
MLTGY4pp,MLTGY4pp,0.0,0.0,0.0,
EAR60x,EAR60x,0.21469968196415426,0.0,0.0,
EAR80x,EAR80x,0.21469968196415426,0.0,0.0,
PE181abcpp,PE181abcpp,0.0,0.0,0.0,
12DGR161tipp,12DGR161tipp,0.0,0.0,0.0,
12DGR181tipp,12DGR181tipp,0.0,0.0,0.0,
NTP11,NTP11,0.0,0.0,0.0,
3OAS180,3OAS180,0.0,0.0,0.0,
3HAD180,3HAD180,0.0,0.0,0.0,
CDAPPA120,CDAPPA120,0.0,0.0,0.0,
PSSA120,PSSA120,0.0,0.0,0.0,
PSD120,PSD120,0.0,0.0,0.0,
PAPA120,PAPA120,0.0,0.0,0.0,
EX_cpgn_un_e,EX_cpgn_un_e,-0.0,-0.0,-0.0,
MDDEP1pp,MDDEP1pp,0.0,0.0,0.0,
MDDEP2pp,MDDEP2pp,0.0,0.0,0.0,
PSD181,PSD181,0.0,0.0,0.0,
DAGK180,DAGK180,0.0,0.0,0.0,
DAGK181,DAGK181,0.0,0.0,0.0,
PLIPA2E120pp,PLIPA2E120pp,0.0,0.0,0.0,
PLIPA2G141pp,PLIPA2G141pp,0.0,0.0,0.0,
PLIPA2G161pp,PLIPA2G161pp,0.0,0.0,0.0,
LPLIPAL1A120pp,LPLIPAL1A120pp,0.0,0.0,0.0,
LPLIPAL1A140pp,LPLIPAL1A140pp,0.0,0.0,0.0,
LPLIPAL1A181pp,LPLIPAL1A181pp,0.0,0.0,0.0,
LPLIPAL1E120pp,LPLIPAL1E120pp,0.0,0.0,0.0,
3OAR180,3OAR180,0.0,0.0,0.0,
G3PAT120,G3PAT120,0.0,0.0,0.0,
PGSA120,PGSA120,0.0,0.0,0.0,
TDSR2,TDSR2,0.0,0.0,0.0,
GTHRDtex,GTHRDtex,0.0,0.0,0.0,
GTHRDabc2pp,GTHRDabc2pp,0.0,0.0,0.0,
OMMBLHX3,OMMBLHX3,0.0,0.0,0.0,
NADHPO,NADHPO,0.0,0.0,0.0,
ACOAD7f,ACOAD7f,0.0,0.0,0.0,
ACOAD8f,ACOAD8f,0.0,0.0,0.0,
ACOAD5f,ACOAD5f,0.0,0.0,0.0,
ACOAD3f,ACOAD3f,0.0,0.0,0.0,
ACOAD2f,ACOAD2f,0.0,0.0,0.0,
ACOAD4f,ACOAD4f,0.0,0.0,0.0,
ACOAD6f,ACOAD6f,0.0,0.0,0.0,
NADH16pp,NADH16pp,2.3102555528137145,0.0,0.0,
NADH18pp,NADH18pp,0.0,0.0,0.0,
EX_tartr__D_e,EX_tartr__D_e,0.0,0.0,0.0,
GLYBt2pp,GLYBt2pp,0.0,0.0,0.0,
DSERt2pp,DSERt2pp,0.0,0.0,0.0,
ALAt4pp,ALAt4pp,0.0,0.0,0.0,
LYSt3pp,LYSt3pp,0.0,0.0,0.0,
EX_tungs_e,EX_tungs_e,0.0,0.0,0.0,
CTBTCAL2,CTBTCAL2,0.0,0.0,0.0,
BGLA1,BGLA1,0.0,0.0,0.0,
EX_crn__D_e,EX_crn__D_e,-0.0,0.0,-0.0,
GDPMNP,GDPMNP,0.0,0.0,0.0,
OPHHX3,OPHHX3,0.0,0.0,0.0,
AMMQLT8,AMMQLT8,0.0,0.0,0.0,
FA120ACPHi,FA120ACPHi,0.0,0.0,0.0,
FA80ACPHi,FA80ACPHi,0.0,0.0,0.0,
FA140ACPHi,FA140ACPHi,0.0,0.0,0.0,
FA100ACPHi,FA100ACPHi,0.0,0.0,0.0,
CRNDCAL2,CRNDCAL2,0.0,0.0,0.0,
CRNCAL2,CRNCAL2,0.0,0.0,0.0,
CHLt2pp,CHLt2pp,0.0,0.0,0.0,
GLYt4pp,GLYt4pp,0.0,0.0,0.0,
FRULYSE,FRULYSE,0.0,0.0,0.0,
FRULYSt2pp,FRULYSt2pp,0.0,0.0,0.0,
EX_psclys_e,EX_psclys_e,0.0,0.0,0.0,
TUNGStex,TUNGStex,0.0,0.0,0.0,
COBALT2tpp,COBALT2tpp,0.0,1.3584697789186781e-05,1.3584721788442506e-05,
OXCDC,OXCDC,0.0,0.0,0.0,
LPLIPAL2A140,LPLIPAL2A140,0.0,0.0,0.0,
LPLIPAL2A160,LPLIPAL2A160,0.0,0.0,0.0,
LPLIPAL2A161,LPLIPAL2A161,0.0,0.0,0.0,
LPLIPAL2A180,LPLIPAL2A180,0.0,0.0,0.0,
LPLIPAL2A181,LPLIPAL2A181,0.0,0.0,0.0,
DM_aacald_c,DM_aacald_c,-0.0,-0.0,-0.0,
UM3PL,UM3PL,0.0,0.0,0.0,
UM4PL,UM4PL,0.0,0.0,0.0,
2MAHMP,2MAHMP,0.0,0.0,0.0,
ZN2tpp,ZN2tpp,0.00020572269177749968,0.0001852952778445077,0.00018529560519435576,
NI2tpp,NI2tpp,0.0001948634294549337,0.0001755142954362932,0.00017551460550667717,
COBALT2t3pp,COBALT2t3pp,0.0,0.0,0.0,
23DAPPAt2pp,23DAPPAt2pp,0.0,0.0,0.0,
PLIPA1A120pp,PLIPA1A120pp,0.0,0.0,0.0,
PLIPA1A140pp,PLIPA1A140pp,0.0,0.0,0.0,
PLIPA1A141pp,PLIPA1A141pp,0.0,0.0,0.0,
PLIPA1A160pp,PLIPA1A160pp,0.0,0.0,0.0,
PLIPA1A161pp,PLIPA1A161pp,0.0,0.0,0.0,
PLIPA1A180pp,PLIPA1A180pp,0.0,0.0,0.0,
LPLIPAL2A120,LPLIPAL2A120,0.0,0.0,0.0,
CAt6pp,CAt6pp,0.0,0.002828334079708688,0.00282833907635373,
5DGLCNt2rpp,5DGLCNt2rpp,0.0,0.0,0.0,
GALCTNt2pp,GALCTNt2pp,0.0,0.0,0.0,
GALCTNLtex,GALCTNLtex,0.0,0.0,0.0,
EX_galctn__L_e,EX_galctn__L_e,0.0,0.0,0.0,
KDUI,KDUI,0.0,0.0,0.0,
CA2t3pp,CA2t3pp,0.0,0.0,0.0,
NADH17pp,NADH17pp,0.0,0.0,0.0,
FA161ACPHi,FA161ACPHi,0.0,0.0,0.0,
