,smoment_no_adj_kcat,smoment_adj_kcat,kcat_in_vitro,kapp,kcat_GO
LALDO3,0.957272727,0.957272727,16.90808303,4.084045277,
DHORDfum,96.02483185,96.02483185,16.56763839,2.832586952,
FECRMR2,,,16.56597162,7.295284859,
CBMD,,,16.50467572,3.565243398,
FE3HOXR2,,,16.48297272,5.020995403,
FEENTERexs,,,16.45265083,2.811167589,
CLPNH180pp,,,15.78257275,3.551294728,
FECRMexs,,,15.53589354,6.476409562,
R1PK,,,14.91503719,4.152379717,
GUACYC,59.99272727,59.99272727,14.84710754,4.840306152,
CPGNR3,,,14.58191623,10.1556174,
ARBTNR1,,,14.55806519,5.581873644,
ARBTNR3,,,14.44264476,8.417229355,
DNMPPA,,,14.35377339,2.606060496,
PDX5PO2,,,14.22534859,2.596703214,
FECRMR1,,,14.16525566,3.060763365,
CLPNH161pp,,,13.89513297,6.235793149,
CPGNR2,,,13.79960265,20.9515612,
H2SO,,,13.6378746,2.600143302,
DM_4crsol_c,,,13.5670093,2.629670691,
FE3HOXR1,,,13.54695725,5.665497507,
UDCPPtppi,,,13.46566015,3.729906535,
CPGNexs,,,13.09514354,3.867826019,
METOX1s,,,13.06227021,4.412529836,
FE3HOXR3,,,12.9592975,8.042145112,
FALGTHLs,,,12.94187362,10.02971671,
DM_5drib_c,,,12.88656183,2.63381277,
CDGS,5.4,5.4,12.56118517,7.676693931,
CLPNH181pp,,,12.3892462,3.994925672,
FEENTERR3,,,12.34955057,2.789470083,
FE3HOXexs,,,11.98838008,11.16453931,
ARBTNR2,,,11.92615888,6.445439333,
FALGTHLs_reverse,,,11.82197755,3.647923699,
FEENTERR1,,,11.7699535,5.398430446,
DM_oxam_c,,,11.58095823,3.030402181,
FEENTERR2,,,11.23470109,2.821367905,
FTHFLi,286.3618182,286.3618182,10.79510662,5.924852207,
FE3DCITexs,,,10.70515459,2.616787631,
FEOXAMexs,,,10.69837777,7.268546661,
ARBTNexs,,,10.29727346,2.789641802,
OPHHX3,,,10.27845835,2.616431603,
DM_aacald_c,,,10.15633179,2.71713171,
AOBUTDs,12.302,12.302,10.03155951,2.58344896,
OMMBLHX3,,,8.866478796,2.772755169,
DM_amob_c,,,8.018867413,2.584458185,
AACTOOR,35.21118182,35.21118182,7.951502583,2.58354065,
DHPTDCs2,,,7.803159438,2.583832251,
OXAMTC,,,7.691579498,2.794356788,
ZNabcpp,300,300,,,0.024
ZN2abcpp,300,300,,,0.024
CA2tex_reverse,134.631875,154.2370218,,,7.105
CA2tex,134.631875,154.2370218,,,7.105
MG2uabcpp,22.5,22.5,,,90
ATPM,8.796111111,8.796111111,,,
MALTabcpp,3.1,3.1,,,24
CU1abcpp,3.08,3.08,,,0.024
CBL1abcpp,0.845,0.845,,,0.845
CBIuabcpp,0.845,0.845,,,0.845
MALTTTRtexi,,8404.689146,,,14.57925783
MALTTRtexi,,8404.689146,,,14.57925783
MALTPTtexi,,8404.689146,,,14.57925783
MALTHXtexi,,8404.689146,,,14.57925783
MALTtexi,,8404.689146,,,14.57925783
Zn2tex_reverse,,467.9193702,,,7.105
Zn2tex,,467.9193702,,,7.105
XYLUtex_reverse,,467.9193702,,,7.105
XYLUtex,,467.9193702,,,7.105
XYLtex_reverse,,467.9193702,,,7.105
XYLtex,,467.9193702,,,7.105
XTSNtex_reverse,,467.9193702,,,7.105
XTSNtex,,467.9193702,,,7.105
XMPtex_reverse,,467.9193702,,,7.105
XMPtex,,467.9193702,,,7.105
XANtex_reverse,,467.9193702,,,7.105
XANtex,,467.9193702,,,7.105
VALtex_reverse,,467.9193702,,,7.105
VALtex,,467.9193702,,,7.105
UREAtex_reverse,,467.9193702,,,7.105
UREAtex,,467.9193702,,,7.105
URAtex_reverse,,467.9193702,,,7.105
URAtex,,467.9193702,,,7.105
UMPtex_reverse,,467.9193702,,,7.105
UMPtex,,467.9193702,,,7.105
UDPGLCURtex_reverse,,467.9193702,,,7.105
UDPGLCURtex,,467.9193702,,,7.105
UDPGALtex_reverse,,467.9193702,,,7.105
UDPGALtex,,467.9193702,,,7.105
UDPGtex_reverse,,467.9193702,,,7.105
UDPGtex,,467.9193702,,,7.105
UDPACGALtex_reverse,,467.9193702,,,7.105
UDPACGALtex,,467.9193702,,,7.105
UACGAMtex_reverse,,467.9193702,,,7.105
UACGAMtex,,467.9193702,,,7.105
TYRPtex_reverse,,467.9193702,,,7.105
TYRPtex,,467.9193702,,,7.105
TYRtex_reverse,,467.9193702,,,7.105
TYRtex,,467.9193702,,,7.105
TYMtex_reverse,,467.9193702,,,7.105
TYMtex,,467.9193702,,,7.105
TUNGStex_reverse,,467.9193702,,,7.105
TUNGStex,,467.9193702,,,7.105
TTRCYCtex_reverse,,467.9193702,,,7.105
TTRCYCtex,,467.9193702,,,7.105
TSULtex_reverse,,467.9193702,,,7.105
TSULtex,,467.9193702,,,7.105
TRPtex_reverse,,467.9193702,,,7.105
TRPtex,,467.9193702,,,7.105
TREtex_reverse,,467.9193702,,,7.105
TREtex,,467.9193702,,,7.105
TMAOtex_reverse,,467.9193702,,,7.105
TMAOtex,,467.9193702,,,7.105
TMAtex_reverse,,467.9193702,,,7.105
TMAtex,,467.9193702,,,7.105
THMDtex_reverse,,467.9193702,,,7.105
THMDtex,,467.9193702,,,7.105
THYMtex_reverse,,467.9193702,,,7.105
THYMtex,,467.9193702,,,7.105
THRPtex_reverse,,467.9193702,,,7.105
THRPtex,,467.9193702,,,7.105
THRtex_reverse,,467.9193702,,,7.105
THRtex,,467.9193702,,,7.105
THMtex_reverse,,467.9193702,,,7.105
THMtex,,467.9193702,,,7.105
TCYNTtex_reverse,,467.9193702,,,7.105
TCYNTtex,,467.9193702,,,7.105
TAURtex_reverse,,467.9193702,,,7.105
TAURtex,,467.9193702,,,7.105
TARTRtex_reverse,,467.9193702,,,7.105
TARTRtex,,467.9193702,,,7.105
TARTRDtex_reverse,,467.9193702,,,7.105
TARTRDtex,,467.9193702,,,7.105
SULFACtex_reverse,,467.9193702,,,7.105
SULFACtex,,467.9193702,,,7.105
SUCRtex_reverse,,467.9193702,,,7.105
SUCRtex,,467.9193702,,,7.105
SUCCtex_reverse,,467.9193702,,,7.105
SUCCtex,,467.9193702,,,7.105
SPMDtex_reverse,,467.9193702,,,7.105
SPMDtex,,467.9193702,,,7.105
SO4tex_reverse,,467.9193702,,,7.105
SO4tex,,467.9193702,,,7.105
SO3tex_reverse,,467.9193702,,,7.105
SO3tex,,467.9193702,,,7.105
SO2tex_reverse,,467.9193702,,,7.105
SO2tex,,467.9193702,,,7.105
SLNTtex_reverse,,467.9193702,,,7.105
SLNTtex,,467.9193702,,,7.105
SKMtex_reverse,,467.9193702,,,7.105
SKMtex,,467.9193702,,,7.105
SERtex_reverse,,467.9193702,,,7.105
SERtex,,467.9193702,,,7.105
DSERtex_reverse,,467.9193702,,,7.105
DSERtex,,467.9193702,,,7.105
SELtex_reverse,,467.9193702,,,7.105
SELtex,,467.9193702,,,7.105
SBTtex_reverse,,467.9193702,,,7.105
SBTtex,,467.9193702,,,7.105
RMNtex_reverse,,467.9193702,,,7.105
RMNtex,,467.9193702,,,7.105
RIBtex_reverse,,467.9193702,,,7.105
RIBtex,,467.9193702,,,7.105
R5Ptex_reverse,,467.9193702,,,7.105
R5Ptex,,467.9193702,,,7.105
QUIN2tex_reverse,,467.9193702,,,7.105
QUIN2tex,,467.9193702,,,7.105
PYRtex_reverse,,467.9193702,,,7.105
PYRtex,,467.9193702,,,7.105
PYDXNtex_reverse,,467.9193702,,,7.105
PYDXNtex,,467.9193702,,,7.105
PYDXtex_reverse,,467.9193702,,,7.105
PYDXtex,,467.9193702,,,7.105
PYDAMtex_reverse,,467.9193702,,,7.105
PYDAMtex,,467.9193702,,,7.105
PTRCtex_reverse,,467.9193702,,,7.105
PTRCtex,,467.9193702,,,7.105
PSERtex_reverse,,467.9193702,,,7.105
PSERtex,,467.9193702,,,7.105
PSCLYStex_reverse,,467.9193702,,,7.105
PSCLYStex,,467.9193702,,,7.105
PROGLYtex_reverse,,467.9193702,,,7.105
PROGLYtex,,467.9193702,,,7.105
PROtex_reverse,,467.9193702,,,7.105
PROtex,,467.9193702,,,7.105
PPTtex_reverse,,467.9193702,,,7.105
PPTtex,,467.9193702,,,7.105
PPPNtex_reverse,,467.9193702,,,7.105
PPPNtex,,467.9193702,,,7.105
PPALtex_reverse,,467.9193702,,,7.105
PPALtex,,467.9193702,,,7.105
PPAtex_reverse,,467.9193702,,,7.105
PPAtex,,467.9193702,,,7.105
PNTOtex_reverse,,467.9193702,,,7.105
PNTOtex,,467.9193702,,,7.105
PItex_reverse,,467.9193702,,,7.105
PItex,,467.9193702,,,7.105
PHEtex_reverse,,467.9193702,,,7.105
PHEtex,,467.9193702,,,7.105
PEAMNtex_reverse,,467.9193702,,,7.105
PEAMNtex,,467.9193702,,,7.105
PACALDtex_reverse,,467.9193702,,,7.105
PACALDtex,,467.9193702,,,7.105
OROTtex_reverse,,467.9193702,,,7.105
OROTtex,,467.9193702,,,7.105
ORNtex_reverse,,467.9193702,,,7.105
ORNtex,,467.9193702,,,7.105
OCTAtex_reverse,,467.9193702,,,7.105
OCTAtex,,467.9193702,,,7.105
O2Stex_reverse,,467.9193702,,,7.105
O2Stex,,467.9193702,,,7.105
O2tex_reverse,,467.9193702,,,7.105
O2tex,,467.9193702,,,7.105
NO3tex_reverse,,467.9193702,,,7.105
NO3tex,,467.9193702,,,7.105
NO2tex_reverse,,467.9193702,,,7.105
NO2tex,,467.9193702,,,7.105
NOtex_reverse,,467.9193702,,,7.105
NOtex,,467.9193702,,,7.105
NMNtex_reverse,,467.9193702,,,7.105
NMNtex,,467.9193702,,,7.105
NI2tex_reverse,,467.9193702,,,7.105
NI2tex,,467.9193702,,,7.105
NH4tex_reverse,,467.9193702,,,7.105
NH4tex,,467.9193702,,,7.105
NACtex_reverse,,467.9193702,,,7.105
NACtex,,467.9193702,,,7.105
NAtex_reverse,,467.9193702,,,7.105
NAtex,,467.9193702,,,7.105
N2Otex_reverse,,467.9193702,,,7.105
N2Otex,,467.9193702,,,7.105
MSO3tex_reverse,,467.9193702,,,7.105
MSO3tex,,467.9193702,,,7.105
MOBDtex_reverse,,467.9193702,,,7.105
MOBDtex,,467.9193702,,,7.105
MNLtex_reverse,,467.9193702,,,7.105
MNLtex,,467.9193702,,,7.105
MNtex_reverse,,467.9193702,,,7.105
MNtex,,467.9193702,,,7.105
MMETtex_reverse,,467.9193702,,,7.105
MMETtex,,467.9193702,,,7.105
MINCYCtex_reverse,,467.9193702,,,7.105
MINCYCtex,,467.9193702,,,7.105
MG2tex_reverse,,467.9193702,,,7.105
MG2tex,,467.9193702,,,7.105
METSOX1tex_reverse,,467.9193702,,,7.105
METSOX1tex,,467.9193702,,,7.105
METSOX2tex_reverse,,467.9193702,,,7.105
METSOX2tex,,467.9193702,,,7.105
METtex_reverse,,467.9193702,,,7.105
METtex,,467.9193702,,,7.105
METDtex_reverse,,467.9193702,,,7.105
METDtex,,467.9193702,,,7.105
MEOHtex_reverse,,467.9193702,,,7.105
MEOHtex,,467.9193702,,,7.105
MELIBtex_reverse,,467.9193702,,,7.105
MELIBtex,,467.9193702,,,7.105
MANGLYCtex_reverse,,467.9193702,,,7.105
MANGLYCtex,,467.9193702,,,7.105
MAN6Ptex_reverse,,467.9193702,,,7.105
MAN6Ptex,,467.9193702,,,7.105
MANtex_reverse,,467.9193702,,,7.105
MANtex,,467.9193702,,,7.105
MALtex_reverse,,467.9193702,,,7.105
MALtex,,467.9193702,,,7.105
MALDtex_reverse,,467.9193702,,,7.105
MALDtex,,467.9193702,,,7.105
LYXtex_reverse,,467.9193702,,,7.105
LYXtex,,467.9193702,,,7.105
LYStex_reverse,,467.9193702,,,7.105
LYStex,,467.9193702,,,7.105
LIPOtex_reverse,,467.9193702,,,7.105
LIPOtex,,467.9193702,,,7.105
LEUtex_reverse,,467.9193702,,,7.105
LEUtex,,467.9193702,,,7.105
LCTStex_reverse,,467.9193702,,,7.105
LCTStex,,467.9193702,,,7.105
LALALGLUtex_reverse,,467.9193702,,,7.105
LALALGLUtex,,467.9193702,,,7.105
4PEPTtex_reverse,,467.9193702,,,7.105
4PEPTtex,,467.9193702,,,7.105
3PEPTtex_reverse,,467.9193702,,,7.105
3PEPTtex,,467.9193702,,,7.105
LALADGLUtex_reverse,,467.9193702,,,7.105
LALADGLUtex,,467.9193702,,,7.105
L_LACtex_reverse,,467.9193702,,,7.105
L_LACtex,,467.9193702,,,7.105
D_LACtex_reverse,,467.9193702,,,7.105
D_LACtex,,467.9193702,,,7.105
Ktex_reverse,,467.9193702,,,7.105
Ktex,,467.9193702,,,7.105
ISETACtex_reverse,,467.9193702,,,7.105
ISETACtex,,467.9193702,,,7.105
INSTtex_reverse,,467.9193702,,,7.105
INSTtex,,467.9193702,,,7.105
INDOLEtex_reverse,,467.9193702,,,7.105
INDOLEtex,,467.9193702,,,7.105
IMPtex_reverse,,467.9193702,,,7.105
IMPtex,,467.9193702,,,7.105
ILEtex_reverse,,467.9193702,,,7.105
ILEtex,,467.9193702,,,7.105
IDONtex_reverse,,467.9193702,,,7.105
IDONtex,,467.9193702,,,7.105
HYXNtex_reverse,,467.9193702,,,7.105
HYXNtex,,467.9193702,,,7.105
HXAtex_reverse,,467.9193702,,,7.105
HXAtex,,467.9193702,,,7.105
HOMtex_reverse,,467.9193702,,,7.105
HOMtex,,467.9193702,,,7.105
HIStex_reverse,,467.9193702,,,7.105
HIStex,,467.9193702,,,7.105
HG2tex_reverse,,467.9193702,,,7.105
HG2tex,,467.9193702,,,7.105
H2Stex_reverse,,467.9193702,,,7.105
H2Stex,,467.9193702,,,7.105
H2O2tex_reverse,,467.9193702,,,7.105
H2O2tex,,467.9193702,,,7.105
H2Otex_reverse,,467.9193702,,,
H2Otex,,467.9193702,,,
H2tex_reverse,,467.9193702,,,7.105
H2tex,,467.9193702,,,7.105
Htex_reverse,,467.9193702,,,7.105
Htex,,467.9193702,,,7.105
GTPtex_reverse,,467.9193702,,,7.105
GTPtex,,467.9193702,,,7.105
GTHRDtex_reverse,,467.9193702,,,7.105
GTHRDtex,,467.9193702,,,7.105
GTHOXtex_reverse,,467.9193702,,,7.105
GTHOXtex,,467.9193702,,,7.105
GSNtex_reverse,,467.9193702,,,7.105
GSNtex,,467.9193702,,,7.105
GMPtex_reverse,,467.9193702,,,7.105
GMPtex,,467.9193702,,,7.105
GLYCLTtex_reverse,,467.9193702,,,7.105
GLYCLTtex,,467.9193702,,,7.105
GLYC3Ptex_reverse,,467.9193702,,,7.105
GLYC3Ptex,,467.9193702,,,7.105
GLYC2Ptex_reverse,,467.9193702,,,7.105
GLYC2Ptex,,467.9193702,,,7.105
GLYCtex_reverse,,467.9193702,,,7.105
GLYCtex,,467.9193702,,,7.105
GLYCAtex_reverse,,467.9193702,,,7.105
GLYCAtex,,467.9193702,,,7.105
GLYBtex_reverse,,467.9193702,,,7.105
GLYBtex,,467.9193702,,,7.105
GLYALDtex_reverse,,467.9193702,,,7.105
GLYALDtex,,467.9193702,,,7.105
GLYtex_reverse,,467.9193702,,,7.105
GLYtex,,467.9193702,,,7.105
GLUtex_reverse,,467.9193702,,,7.105
GLUtex,,467.9193702,,,7.105
GLNtex_reverse,,467.9193702,,,7.105
GLNtex,,467.9193702,,,7.105
GLCUR1Ptex_reverse,,467.9193702,,,7.105
GLCUR1Ptex,,467.9193702,,,7.105
GLCURtex_reverse,,467.9193702,,,7.105
GLCURtex,,467.9193702,,,7.105
GLCRtex_reverse,,467.9193702,,,7.105
GLCRtex,,467.9193702,,,7.105
GLCNtex_reverse,,467.9193702,,,7.105
GLCNtex,,467.9193702,,,7.105
GDPtex_reverse,,467.9193702,,,7.105
GDPtex,,467.9193702,,,7.105
GBBTNtex_reverse,,467.9193702,,,7.105
GBBTNtex,,467.9193702,,,7.105
GAMAN6Ptex_reverse,,467.9193702,,,7.105
GAMAN6Ptex,,467.9193702,,,7.105
GAMtex_reverse,,467.9193702,,,7.105
GAMtex,,467.9193702,,,7.105
GALURtex_reverse,,467.9193702,,,7.105
GALURtex,,467.9193702,,,7.105
GALTtex_reverse,,467.9193702,,,7.105
GALTtex,,467.9193702,,,7.105
GALCTNLtex_reverse,,467.9193702,,,7.105
GALCTNLtex,,467.9193702,,,7.105
GALCTNtex_reverse,,467.9193702,,,7.105
GALCTNtex,,467.9193702,,,7.105
GALCTtex_reverse,,467.9193702,,,7.105
GALCTtex,,467.9193702,,,7.105
GAL1Ptex_reverse,,467.9193702,,,7.105
GAL1Ptex,,467.9193702,,,7.105
GALtex_reverse,,467.9193702,,,7.105
GALtex,,467.9193702,,,7.105
GALBDtex_reverse,,467.9193702,,,7.105
GALBDtex,,467.9193702,,,7.105
G6Ptex_reverse,,467.9193702,,,7.105
G6Ptex,,467.9193702,,,7.105
G3PStex_reverse,,467.9193702,,,7.105
G3PStex,,467.9193702,,,7.105
G3PItex_reverse,,467.9193702,,,7.105
G3PItex,,467.9193702,,,7.105
G3PGtex_reverse,,467.9193702,,,7.105
G3PGtex,,467.9193702,,,7.105
G3PEtex_reverse,,467.9193702,,,7.105
G3PEtex,,467.9193702,,,7.105
G3PCtex_reverse,,467.9193702,,,7.105
G3PCtex,,467.9193702,,,7.105
G1Ptex_reverse,,467.9193702,,,7.105
G1Ptex,,467.9193702,,,7.105
FUSAtex_reverse,,467.9193702,,,7.105
FUSAtex,,467.9193702,,,7.105
FUMtex_reverse,,467.9193702,,,7.105
FUMtex,,467.9193702,,,7.105
FUCtex_reverse,,467.9193702,,,7.105
FUCtex,,467.9193702,,,7.105
FRUURtex_reverse,,467.9193702,,,7.105
FRUURtex,,467.9193702,,,7.105
FRULYStex_reverse,,467.9193702,,,7.105
FRULYStex,,467.9193702,,,7.105
FRUtex_reverse,,467.9193702,,,7.105
FRUtex,,467.9193702,,,7.105
FORtex_reverse,,467.9193702,,,7.105
FORtex,,467.9193702,,,7.105
FE3tex_reverse,,467.9193702,,,7.105
FE3tex,,467.9193702,,,7.105
FE2tex_reverse,,467.9193702,,,7.105
FE2tex,,467.9193702,,,7.105
FALDtex_reverse,,467.9193702,,,7.105
FALDtex,,467.9193702,,,7.105
F6Ptex_reverse,,467.9193702,,,7.105
F6Ptex,,467.9193702,,,7.105
ETOHtex_reverse,,467.9193702,,,7.105
ETOHtex,,467.9193702,,,7.105
ETHSO3tex_reverse,,467.9193702,,,7.105
ETHSO3tex,,467.9193702,,,7.105
ETHAtex_reverse,,467.9193702,,,7.105
ETHAtex,,467.9193702,,,7.105
DUMPtex_reverse,,467.9193702,,,7.105
DUMPtex,,467.9193702,,,7.105
DTMPtex_reverse,,467.9193702,,,7.105
DTMPtex,,467.9193702,,,7.105
DOXRBCNtex_reverse,,467.9193702,,,7.105
DOXRBCNtex,,467.9193702,,,7.105
DOPAtex_reverse,,467.9193702,,,7.105
DOPAtex,,467.9193702,,,7.105
DMSOtex_reverse,,467.9193702,,,7.105
DMSOtex,,467.9193702,,,7.105
DMStex_reverse,,467.9193702,,,7.105
DMStex,,467.9193702,,,7.105
DINStex_reverse,,467.9193702,,,7.105
DINStex,,467.9193702,,,7.105
DIMPtex_reverse,,467.9193702,,,7.105
DIMPtex,,467.9193702,,,7.105
DHAtex_reverse,,467.9193702,,,7.105
DHAtex,,467.9193702,,,7.105
DGSNtex_reverse,,467.9193702,,,7.105
DGSNtex,,467.9193702,,,7.105
DGMPtex_reverse,,467.9193702,,,7.105
DGMPtex,,467.9193702,,,7.105
DCMPtex_reverse,,467.9193702,,,7.105
DCMPtex,,467.9193702,,,7.105
DCAtex_reverse,,467.9193702,,,7.105
DCAtex,,467.9193702,,,7.105
DAMPtex_reverse,,467.9193702,,,7.105
DAMPtex,,467.9193702,,,7.105
CYTDtex_reverse,,467.9193702,,,7.105
CYTDtex,,467.9193702,,,7.105
CYStex_reverse,,467.9193702,,,7.105
CYStex,,467.9193702,,,7.105
CYSDtex_reverse,,467.9193702,,,7.105
CYSDtex,,467.9193702,,,7.105
CYNTtex_reverse,,467.9193702,,,7.105
CYNTtex,,467.9193702,,,7.105
CYANtex_reverse,,467.9193702,,,7.105
CYANtex,,467.9193702,,,7.105
CU2tex_reverse,,467.9193702,,,7.105
CU2tex,,467.9193702,,,7.105
CUtex_reverse,,467.9193702,,,7.105
CUtex,,467.9193702,,,7.105
CSNtex_reverse,,467.9193702,,,7.105
CSNtex,,467.9193702,,,7.105
CRNtex_reverse,,467.9193702,,,7.105
CRNtex,,467.9193702,,,7.105
CRNDtex_reverse,,467.9193702,,,7.105
CRNDtex,,467.9193702,,,7.105
COBALT2tex_reverse,,467.9193702,,,7.105
COBALT2tex,,467.9193702,,,7.105
CO2tex_reverse,,467.9193702,,,7.105
CO2tex,,467.9193702,,,7.105
CMPtex_reverse,,467.9193702,,,7.105
CMPtex,,467.9193702,,,7.105
CMtex_reverse,,467.9193702,,,7.105
CMtex,,467.9193702,,,7.105
CLtex_reverse,,467.9193702,,,7.105
CLtex,,467.9193702,,,7.105
CITtex_reverse,,467.9193702,,,7.105
CITtex,,467.9193702,,,7.105
CHTBStex_reverse,,467.9193702,,,7.105
CHTBStex,,467.9193702,,,7.105
CHLtex_reverse,,467.9193702,,,7.105
CHLtex,,467.9193702,,,7.105
CGLYtex_reverse,,467.9193702,,,7.105
CGLYtex,,467.9193702,,,7.105
CD2tex_reverse,,467.9193702,,,7.105
CD2tex,,467.9193702,,,7.105
BUTSO3tex_reverse,,467.9193702,,,7.105
BUTSO3tex,,467.9193702,,,7.105
BUTtex_reverse,,467.9193702,,,7.105
BUTtex,,467.9193702,,,7.105
BTNtex_reverse,,467.9193702,,,7.105
BTNtex,,467.9193702,,,7.105
ASPtex_reverse,,467.9193702,,,7.105
ASPtex,,467.9193702,,,7.105
ASO3tex_reverse,,467.9193702,,,7.105
ASO3tex,,467.9193702,,,7.105
ASNtex_reverse,,467.9193702,,,7.105
ASNtex,,467.9193702,,,7.105
ASCBtex_reverse,,467.9193702,,,7.105
ASCBtex,,467.9193702,,,7.105
ARGtex_reverse,,467.9193702,,,7.105
ARGtex,,467.9193702,,,7.105
ARBTtex,,467.9193702,,,7.105
ARBtex_reverse,,467.9193702,,,7.105
ARBtex,,467.9193702,,,7.105
ANHGMtex_reverse,,467.9193702,,,7.105
ANHGMtex,,467.9193702,,,7.105
AMPtex_reverse,,467.9193702,,,7.105
AMPtex,,467.9193702,,,7.105
ALLTNtex_reverse,,467.9193702,,,7.105
ALLTNtex,,467.9193702,,,7.105
ALLtex_reverse,,467.9193702,,,7.105
ALLtex,,467.9193702,,,7.105
ALAALAtex_reverse,,467.9193702,,,7.105
ALAALAtex,,467.9193702,,,7.105
BALAtex_reverse,,467.9193702,,,7.105
BALAtex,,467.9193702,,,7.105
ALAtex_reverse,,467.9193702,,,7.105
ALAtex,,467.9193702,,,7.105
DALAtex_reverse,,467.9193702,,,7.105
DALAtex,,467.9193702,,,7.105
AKGtex_reverse,,467.9193702,,,7.105
AKGtex,,467.9193702,,,7.105
AGMtex_reverse,,467.9193702,,,7.105
AGMtex,,467.9193702,,,7.105
ADEtex_reverse,,467.9193702,,,7.105
ADEtex,,467.9193702,,,7.105
ACSERtex_reverse,,467.9193702,,,7.105
ACSERtex,,467.9193702,,,7.105
ACNAMtex_reverse,,467.9193702,,,7.105
ACNAMtex,,467.9193702,,,7.105
ACMUMtex,,467.9193702,,,7.105
ACMANAtex_reverse,,467.9193702,,,7.105
ACMANAtex,,467.9193702,,,7.105
ACGAM1Ptex_reverse,,467.9193702,,,7.105
ACGAM1Ptex,,467.9193702,,,7.105
ACGAtex_reverse,,467.9193702,,,7.105
ACGAtex,,467.9193702,,,7.105
ACGAL1Ptex_reverse,,467.9193702,,,7.105
ACGAL1Ptex,,467.9193702,,,7.105
ACGALtex_reverse,,467.9193702,,,7.105
ACGALtex,,467.9193702,,,7.105
ACALDtex_reverse,,467.9193702,,,7.105
ACALDtex,,467.9193702,,,7.105
ACACtex_reverse,,467.9193702,,,7.105
ACACtex,,467.9193702,,,7.105
ACtex_reverse,,467.9193702,,,7.105
ACtex,,467.9193702,,,7.105
5MTRtex_reverse,,467.9193702,,,7.105
5MTRtex,,467.9193702,,,7.105
5DGLCNtex_reverse,,467.9193702,,,7.105
5DGLCNtex,,467.9193702,,,7.105
4HOXPACDtex_reverse,,467.9193702,,,7.105
4HOXPACDtex,,467.9193702,,,7.105
ABUTtex_reverse,,467.9193702,,,7.105
ABUTtex,,467.9193702,,,7.105
3UMPtex_reverse,,467.9193702,,,7.105
3UMPtex,,467.9193702,,,7.105
HPPPNtex_reverse,,467.9193702,,,7.105
HPPPNtex,,467.9193702,,,7.105
3HPPtex_reverse,,467.9193702,,,7.105
3HPPtex,,467.9193702,,,7.105
HCINNMtex_reverse,,467.9193702,,,7.105
HCINNMtex,,467.9193702,,,7.105
3GMPtex_reverse,,467.9193702,,,7.105
3GMPtex,,467.9193702,,,7.105
3CMPtex_reverse,,467.9193702,,,7.105
3CMPtex,,467.9193702,,,7.105
3AMPtex_reverse,,467.9193702,,,7.105
3AMPtex,,467.9193702,,,7.105
34dhpactex_reverse,,467.9193702,,,7.105
34dhpactex,,467.9193702,,,7.105
DDGLCNtex_reverse,,467.9193702,,,7.105
DDGLCNtex,,467.9193702,,,7.105
26DAHtex_reverse,,467.9193702,,,7.105
26DAHtex,,467.9193702,,,7.105
23DAPPAtex_reverse,,467.9193702,,,7.105
23DAPPAtex,,467.9193702,,,7.105
23CUMPtex_reverse,,467.9193702,,,7.105
23CUMPtex,,467.9193702,,,7.105
23CGMPtex_reverse,,467.9193702,,,7.105
23CGMPtex,,467.9193702,,,7.105
23CCMPtex_reverse,,467.9193702,,,7.105
23CCMPtex,,467.9193702,,,7.105
23CAMPtex_reverse,,467.9193702,,,7.105
23CAMPtex,,467.9193702,,,7.105
DAPtex_reverse,,467.9193702,,,7.105
DAPtex,,467.9193702,,,7.105
12PPDStex_reverse,,467.9193702,,,7.105
12PPDStex,,467.9193702,,,7.105
12PPDRtex_reverse,,467.9193702,,,7.105
12PPDRtex,,467.9193702,,,7.105
GLCptspp,,229.9528568,,,10.6
MANptspp,,66.41418013,,,14
GAMptspp,,66.41418013,,,14
FRUpts2pp,,66.41418013,,,14
ACMANAptspp,,66.41418013,,,14
ZN2tpp,,,,,300
EX_zn2_e,,,,,
EX_xylu__L_e,,,,,
EX_xyl__D_e,,,,,
EX_xtsn_e,,,,,
EX_xmp_e,,,,,
XANtpp,,,,,
EX_xan_e,,,,,
XANtpp_reverse,,,,,
EX_val__L_e,,,,,
URItex_reverse,,,,,14.57925783
URItex,,,,,14.57925783
EX_uri_e,,,,,
UREAtpp,,,,,14.57925783
EX_urea_e,,,,,
UREAtpp_reverse,,,,,14.57925783
URATEtex_reverse,,,,,7.105
URATEtex,,,,,7.105
EX_urate_e,,,,,
EX_ura_e,,,,,
URAtpp,,,,,
EX_ump_e,,,,,
EX_udpglcur_e,,,,,
EX_udpgal_e,,,,,
EX_udpg_e,,,,,
EX_udpacgal_e,,,,,
EX_uacgam_e,,,,,
EX_tyrp_e,,,,,
EX_tyr__L_e,,,,,
TYRtipp,,,,,14.57925783
EX_tym_e,,,,,
EX_tungs_e,,,,,
EX_ttrcyc_e,,,,,
TTDCEAtexi,,,,,14.57925783
EX_ttdcea_e,,,,,
TTDCAtexi,,,,,14.57925783
EX_ttdca_e,,,,,
EX_tsul_e,,,,,
EX_trp__L_e,,,,,
TRPtipp,,,,,14.57925783
EX_tre_e,,,,,
EX_tmao_e,,,,,
EX_tma_e,,,,,
EX_thymd_e,,,,,
EX_thym_e,,,,,
EX_thrp_e,,,,,
EX_thr__L_e,,,,,
EX_thm_e,,,,,
EX_tcynt_e,,,,,
